Distrito,variable,value,Fecha
Fajardo,Ases.,3,Febrero 2012
Florida,Ases.,0,Febrero 2012
Guánica,Ases.,1,Febrero 2012
Guayama,Ases.,0,Febrero 2012
Guayanilla,Ases.,0,Febrero 2012
Guaynabo,Ases.,6,Febrero 2012
Gurabo,Ases.,1,Febrero 2012
Hatillo,Ases.,0,Febrero 2012
Hormigueros,Ases.,0,Febrero 2012
Humacao,Ases.,6,Febrero 2012
Isabela,Ases.,0,Febrero 2012
Jayuya,Ases.,0,Febrero 2012
Juana Díaz,Ases.,2,Febrero 2012
Juncos,Ases.,4,Febrero 2012
Lajas,Ases.,0,Febrero 2012
Lares,Ases.,0,Febrero 2012
Las Marías,Ases.,1,Febrero 2012
Las Piedras,Ases.,0,Febrero 2012
Loiza,Ases.,3,Febrero 2012
Luquillo,Ases.,1,Febrero 2012
Manatí,Ases.,0,Febrero 2012
Maricao,Ases.,0,Febrero 2012
Maunabo,Ases.,0,Febrero 2012
Mayagüez,Ases.,2,Febrero 2012
Moca,Ases.,0,Febrero 2012
Morovis,Ases.,1,Febrero 2012
Naguabo,Ases.,0,Febrero 2012
Naranjito,Ases.,0,Febrero 2012
Orocovis,Ases.,0,Febrero 2012
Patillas,Ases.,5,Febrero 2012
Peñuelas,Ases.,0,Febrero 2012
Ponce,Ases.,9,Febrero 2012
Quebradillas,Ases.,0,Febrero 2012
Rincón,Ases.,0,Febrero 2012
Rio Grande,Ases.,1,Febrero 2012
Sabana Grande,Ases.,0,Febrero 2012
Salinas,Ases.,3,Febrero 2012
San Germán,Ases.,2,Febrero 2012
San Juan,Ases.,25,Febrero 2012
San Lorenzo,Ases.,3,Febrero 2012
San Sebastián,Ases.,0,Febrero 2012
Santa Isabel,Ases.,4,Febrero 2012
Toa Alta,Ases.,3,Febrero 2012
Toa Baja,Ases.,4,Febrero 2012
Trujillo Alto,Ases.,0,Febrero 2012
Utuado,Ases.,0,Febrero 2012
Vega Alta,Ases.,2,Febrero 2012
Vega Baja,Ases.,2,Febrero 2012
Vieques,Ases.,0,Febrero 2012
Villalba,Ases.,2,Febrero 2012
Yabucoa,Ases.,0,Febrero 2012
Yauco,Ases.,2,Febrero 2012
Adjuntas,Viol.,0,Febrero 2012
Aguada ,Viol.,0,Febrero 2012
Aguadilla,Viol.,0,Febrero 2012
Aguas Buenas,Viol.,0,Febrero 2012
Aibonito,Viol.,0,Febrero 2012
Añasco,Viol.,0,Febrero 2012
Arecibo,Viol.,0,Febrero 2012
Arroyo,Viol.,0,Febrero 2012
Barceloneta,Viol.,0,Febrero 2012
Barranquitas,Viol.,0,Febrero 2012
Bayamón,Viol.,0,Febrero 2012
Cabo Rojo,Viol.,0,Febrero 2012
Caguas,Viol.,0,Febrero 2012
Camuy,Viol.,0,Febrero 2012
Canóvanas,Viol.,0,Febrero 2012
Carolina,Viol.,0,Febrero 2012
Cataño,Viol.,0,Febrero 2012
Cayey,Viol.,0,Febrero 2012
Ceiba,Viol.,0,Febrero 2012
Ciales,Viol.,0,Febrero 2012
Cidra,Viol.,0,Febrero 2012
Coamo,Viol.,0,Febrero 2012
Comerío,Viol.,0,Febrero 2012
Corozal,Viol.,0,Febrero 2012
Culebra,Viol.,0,Febrero 2012
Dorado,Viol.,1,Febrero 2012
Fajardo,Viol.,0,Febrero 2012
Florida,Viol.,0,Febrero 2012
Guánica,Viol.,0,Febrero 2012
Guayama,Viol.,0,Febrero 2012
Guayanilla,Viol.,0,Febrero 2012
Guaynabo,Viol.,0,Febrero 2012
Gurabo,Viol.,0,Febrero 2012
Hatillo,Viol.,0,Febrero 2012
Hormigueros,Viol.,0,Febrero 2012
Humacao,Viol.,0,Febrero 2012
Isabela,Viol.,0,Febrero 2012
Jayuya,Viol.,0,Febrero 2012
Juana Díaz,Viol.,0,Febrero 2012
Juncos,Viol.,0,Febrero 2012
Lajas,Viol.,0,Febrero 2012
Lares,Viol.,0,Febrero 2012
Las Marías,Viol.,0,Febrero 2012
Las Piedras,Viol.,0,Febrero 2012
Loiza,Viol.,0,Febrero 2012
Luquillo,Viol.,0,Febrero 2012
Manatí,Viol.,0,Febrero 2012
Maricao,Viol.,0,Febrero 2012
Maunabo,Viol.,0,Febrero 2012
Mayagüez,Viol.,0,Febrero 2012
Moca,Viol.,0,Febrero 2012
Morovis,Viol.,0,Febrero 2012
Naguabo,Viol.,0,Febrero 2012
Naranjito,Viol.,0,Febrero 2012
Orocovis,Viol.,0,Febrero 2012
Patillas,Viol.,0,Febrero 2012
Peñuelas,Viol.,0,Febrero 2012
Ponce,Viol.,0,Febrero 2012
Quebradillas,Viol.,0,Febrero 2012
Rincón,Viol.,0,Febrero 2012
Rio Grande,Viol.,0,Febrero 2012
Sabana Grande,Viol.,0,Febrero 2012
Salinas,Viol.,0,Febrero 2012
San Germán,Viol.,0,Febrero 2012
San Juan,Viol.,2,Febrero 2012
San Lorenzo,Viol.,0,Febrero 2012
San Sebastián,Viol.,0,Febrero 2012
Santa Isabel,Viol.,0,Febrero 2012
Toa Alta,Viol.,0,Febrero 2012
Toa Baja,Viol.,0,Febrero 2012
Trujillo Alto,Viol.,0,Febrero 2012
Utuado,Viol.,0,Febrero 2012
Vega Alta,Viol.,0,Febrero 2012
Vega Baja,Viol.,0,Febrero 2012
Vieques,Viol.,0,Febrero 2012
Villalba,Viol.,0,Febrero 2012
Yabucoa,Viol.,0,Febrero 2012
Yauco,Viol.,0,Febrero 2012
Adjuntas,Robo,0,Febrero 2012
Aguada ,Robo,3,Febrero 2012
Aguadilla,Robo,6,Febrero 2012
Aguas Buenas,Robo,9,Febrero 2012
Aibonito,Robo,4,Febrero 2012
Añasco,Robo,1,Febrero 2012
Arecibo,Robo,21,Febrero 2012
Arroyo,Robo,0,Febrero 2012
Barceloneta,Robo,3,Febrero 2012
Barranquitas,Robo,3,Febrero 2012
Bayamón,Robo,91,Febrero 2012
Cabo Rojo,Robo,4,Febrero 2012
Caguas,Robo,60,Febrero 2012
Camuy,Robo,5,Febrero 2012
Canóvanas,Robo,11,Febrero 2012
Carolina,Robo,84,Febrero 2012
Cataño,Robo,8,Febrero 2012
Cayey,Robo,7,Febrero 2012
Ceiba,Robo,2,Febrero 2012
Ciales,Robo,2,Febrero 2012
Cidra,Robo,3,Febrero 2012
Coamo,Robo,10,Febrero 2012
Comerío,Robo,1,Febrero 2012
Corozal,Robo,4,Febrero 2012
Culebra,Robo,0,Febrero 2012
Dorado,Robo,17,Febrero 2012
Fajardo,Robo,1,Febrero 2012
Florida,Robo,2,Febrero 2012
Guánica,Robo,0,Febrero 2012
Guayama,Robo,7,Febrero 2012
Guayanilla,Robo,0,Febrero 2012
Guaynabo,Robo,24,Febrero 2012
Gurabo,Robo,6,Febrero 2012
Hatillo,Robo,10,Febrero 2012
Hormigueros,Robo,0,Febrero 2012
Humacao,Robo,21,Febrero 2012
Isabela,Robo,2,Febrero 2012
Jayuya,Robo,1,Febrero 2012
Juana Díaz,Robo,18,Febrero 2012
Juncos,Robo,12,Febrero 2012
Lajas,Robo,2,Febrero 2012
Lares,Robo,1,Febrero 2012
Las Marías,Robo,0,Febrero 2012
Las Piedras,Robo,15,Febrero 2012
Loiza,Robo,4,Febrero 2012
Luquillo,Robo,1,Febrero 2012
Manatí,Robo,18,Febrero 2012
Maricao,Robo,0,Febrero 2012
Maunabo,Robo,2,Febrero 2012
Mayagüez,Robo,26,Febrero 2012
Moca,Robo,3,Febrero 2012
Morovis,Robo,6,Febrero 2012
Naguabo,Robo,3,Febrero 2012
Naranjito,Robo,6,Febrero 2012
Orocovis,Robo,2,Febrero 2012
Patillas,Robo,3,Febrero 2012
Peñuelas,Robo,4,Febrero 2012
Ponce,Robo,25,Febrero 2012
Quebradillas,Robo,3,Febrero 2012
Rincón,Robo,1,Febrero 2012
Rio Grande,Robo,8,Febrero 2012
Sabana Grande,Robo,1,Febrero 2012
Salinas,Robo,6,Febrero 2012
San Germán,Robo,3,Febrero 2012
San Juan,Robo,268,Febrero 2012
San Lorenzo,Robo,10,Febrero 2012
San Sebastián,Robo,4,Febrero 2012
Santa Isabel,Robo,3,Febrero 2012
Toa Alta,Robo,11,Febrero 2012
Toa Baja,Robo,35,Febrero 2012
Trujillo Alto,Robo,22,Febrero 2012
Utuado,Robo,2,Febrero 2012
Vega Alta,Robo,16,Febrero 2012
Vega Baja,Robo,22,Febrero 2012
Vieques,Robo,2,Febrero 2012
Villalba,Robo,3,Febrero 2012
Yabucoa,Robo,7,Febrero 2012
Yauco,Robo,7,Febrero 2012
Adjuntas,Agr. Grave,4,Febrero 2012
Aguada ,Agr. Grave,1,Febrero 2012
Aguadilla,Agr. Grave,4,Febrero 2012
Aguas Buenas,Agr. Grave,2,Febrero 2012
Aibonito,Agr. Grave,10,Febrero 2012
Añasco,Agr. Grave,2,Febrero 2012
Arecibo,Agr. Grave,7,Febrero 2012
Arroyo,Agr. Grave,2,Febrero 2012
Barceloneta,Agr. Grave,2,Febrero 2012
Barranquitas,Agr. Grave,8,Febrero 2012
Bayamón,Agr. Grave,19,Febrero 2012
Cabo Rojo,Agr. Grave,2,Febrero 2012
Caguas,Agr. Grave,19,Febrero 2012
Camuy,Agr. Grave,0,Febrero 2012
Canóvanas,Agr. Grave,13,Febrero 2012
Carolina,Agr. Grave,26,Febrero 2012
Cataño,Agr. Grave,1,Febrero 2012
Cayey,Agr. Grave,4,Febrero 2012
Ceiba,Agr. Grave,3,Febrero 2012
Ciales,Agr. Grave,0,Febrero 2012
Cidra,Agr. Grave,2,Febrero 2012
Coamo,Agr. Grave,9,Febrero 2012
Comerío,Agr. Grave,4,Febrero 2012
Corozal,Agr. Grave,2,Febrero 2012
Culebra,Agr. Grave,1,Febrero 2012
Dorado,Agr. Grave,3,Febrero 2012
Fajardo,Agr. Grave,21,Febrero 2012
Florida,Agr. Grave,0,Febrero 2012
Guánica,Agr. Grave,4,Febrero 2012
Guayama,Agr. Grave,11,Febrero 2012
Guayanilla,Agr. Grave,3,Febrero 2012
Guaynabo,Agr. Grave,10,Febrero 2012
Gurabo,Agr. Grave,8,Febrero 2012
Hatillo,Agr. Grave,0,Febrero 2012
Hormigueros,Agr. Grave,0,Febrero 2012
Humacao,Agr. Grave,12,Febrero 2012
Isabela,Agr. Grave,1,Febrero 2012
Jayuya,Agr. Grave,0,Febrero 2012
Juana Díaz,Agr. Grave,4,Febrero 2012
Juncos,Agr. Grave,1,Febrero 2012
Lajas,Agr. Grave,1,Febrero 2012
Lares,Agr. Grave,1,Febrero 2012
Las Marías,Agr. Grave,1,Febrero 2012
Las Piedras,Agr. Grave,7,Febrero 2012
Loiza,Agr. Grave,6,Febrero 2012
Luquillo,Agr. Grave,1,Febrero 2012
Manatí,Agr. Grave,6,Febrero 2012
Maricao,Agr. Grave,1,Febrero 2012
Maunabo,Agr. Grave,4,Febrero 2012
Mayagüez,Agr. Grave,13,Febrero 2012
Moca,Agr. Grave,1,Febrero 2012
Morovis,Agr. Grave,3,Febrero 2012
Naguabo,Agr. Grave,4,Febrero 2012
Naranjito,Agr. Grave,1,Febrero 2012
Orocovis,Agr. Grave,3,Febrero 2012
Patillas,Agr. Grave,3,Febrero 2012
Peñuelas,Agr. Grave,0,Febrero 2012
Ponce,Agr. Grave,23,Febrero 2012
Quebradillas,Agr. Grave,0,Febrero 2012
Rincón,Agr. Grave,1,Febrero 2012
Rio Grande,Agr. Grave,10,Febrero 2012
Sabana Grande,Agr. Grave,1,Febrero 2012
Salinas,Agr. Grave,4,Febrero 2012
San Germán,Agr. Grave,2,Febrero 2012
San Juan,Agr. Grave,52,Febrero 2012
San Lorenzo,Agr. Grave,2,Febrero 2012
San Sebastián,Agr. Grave,2,Febrero 2012
Santa Isabel,Agr. Grave,4,Febrero 2012
Toa Alta,Agr. Grave,9,Febrero 2012
Toa Baja,Agr. Grave,6,Febrero 2012
Trujillo Alto,Agr. Grave,9,Febrero 2012
Utuado,Agr. Grave,3,Febrero 2012
Vega Alta,Agr. Grave,4,Febrero 2012
Vega Baja,Agr. Grave,6,Febrero 2012
Vieques,Agr. Grave,6,Febrero 2012
Villalba,Agr. Grave,2,Febrero 2012
Yabucoa,Agr. Grave,3,Febrero 2012
Yauco,Agr. Grave,10,Febrero 2012
Adjuntas,Esc.,15,Febrero 2012
Aguada ,Esc.,27,Febrero 2012
Aguadilla,Esc.,40,Febrero 2012
Aguas Buenas,Esc.,26,Febrero 2012
Aibonito,Esc.,26,Febrero 2012
Añasco,Esc.,3,Febrero 2012
Arecibo,Esc.,71,Febrero 2012
Arroyo,Esc.,21,Febrero 2012
Barceloneta,Esc.,24,Febrero 2012
Barranquitas,Esc.,27,Febrero 2012
Bayamón,Esc.,179,Febrero 2012
Cabo Rojo,Esc.,30,Febrero 2012
Caguas,Esc.,105,Febrero 2012
Camuy,Esc.,27,Febrero 2012
Canóvanas,Esc.,22,Febrero 2012
Carolina,Esc.,106,Febrero 2012
Cataño,Esc.,10,Febrero 2012
Cayey,Esc.,44,Febrero 2012
Ceiba,Esc.,13,Febrero 2012
Ciales,Esc.,16,Febrero 2012
Cidra,Esc.,15,Febrero 2012
Coamo,Esc.,38,Febrero 2012
Comerío,Esc.,14,Febrero 2012
Corozal,Esc.,11,Febrero 2012
Culebra,Esc.,1,Febrero 2012
Dorado,Esc.,28,Febrero 2012
Fajardo,Esc.,35,Febrero 2012
Florida,Esc.,8,Febrero 2012
Guánica,Esc.,14,Febrero 2012
Guayama,Esc.,57,Febrero 2012
Guayanilla,Esc.,21,Febrero 2012
Guaynabo,Esc.,47,Febrero 2012
Gurabo,Esc.,22,Febrero 2012
Hatillo,Esc.,26,Febrero 2012
Hormigueros,Esc.,7,Febrero 2012
Humacao,Esc.,57,Febrero 2012
Isabela,Esc.,24,Febrero 2012
Jayuya,Esc.,4,Febrero 2012
Juana Díaz,Esc.,16,Febrero 2012
Juncos,Esc.,25,Febrero 2012
Lajas,Esc.,23,Febrero 2012
Lares,Esc.,26,Febrero 2012
Las Marías,Esc.,7,Febrero 2012
Las Piedras,Esc.,50,Febrero 2012
Loiza,Esc.,17,Febrero 2012
Luquillo,Esc.,28,Febrero 2012
Manatí,Esc.,27,Febrero 2012
Maricao,Esc.,2,Febrero 2012
Maunabo,Esc.,6,Febrero 2012
Mayagüez,Esc.,92,Febrero 2012
Moca,Esc.,11,Febrero 2012
Morovis,Esc.,28,Febrero 2012
Naguabo,Esc.,25,Febrero 2012
Naranjito,Esc.,17,Febrero 2012
Orocovis,Esc.,21,Febrero 2012
Patillas,Esc.,6,Febrero 2012
Peñuelas,Esc.,10,Febrero 2012
Ponce,Esc.,75,Febrero 2012
Quebradillas,Esc.,9,Febrero 2012
Rincón,Esc.,9,Febrero 2012
Rio Grande,Esc.,29,Febrero 2012
Sabana Grande,Esc.,17,Febrero 2012
Salinas,Esc.,45,Febrero 2012
San Germán,Esc.,15,Febrero 2012
San Juan,Esc.,252,Febrero 2012
San Lorenzo,Esc.,19,Febrero 2012
San Sebastián,Esc.,40,Febrero 2012
Santa Isabel,Esc.,17,Febrero 2012
Toa Alta,Esc.,18,Febrero 2012
Toa Baja,Esc.,64,Febrero 2012
Trujillo Alto,Esc.,30,Febrero 2012
Utuado,Esc.,33,Febrero 2012
Vega Alta,Esc.,21,Febrero 2012
Vega Baja,Esc.,24,Febrero 2012
Vieques,Esc.,21,Febrero 2012
Villalba,Esc.,5,Febrero 2012
Yabucoa,Esc.,31,Febrero 2012
Yauco,Esc.,17,Febrero 2012
Adjuntas,Apr. I,18,Febrero 2012
Aguada ,Apr. I,11,Febrero 2012
Aguadilla,Apr. I,68,Febrero 2012
Aguas Buenas,Apr. I,9,Febrero 2012
Aibonito,Apr. I,42,Febrero 2012
Añasco,Apr. I,11,Febrero 2012
Arecibo,Apr. I,35,Febrero 2012
Arroyo,Apr. I,6,Febrero 2012
Barceloneta,Apr. I,20,Febrero 2012
Barranquitas,Apr. I,41,Febrero 2012
Bayamón,Apr. I,516,Febrero 2012
Cabo Rojo,Apr. I,22,Febrero 2012
Caguas,Apr. I,272,Febrero 2012
Camuy,Apr. I,23,Febrero 2012
Canóvanas,Apr. I,33,Febrero 2012
Carolina,Apr. I,270,Febrero 2012
Cataño,Apr. I,10,Febrero 2012
Cayey,Apr. I,65,Febrero 2012
Ceiba,Apr. I,5,Febrero 2012
Ciales,Apr. I,16,Febrero 2012
Cidra,Apr. I,26,Febrero 2012
Coamo,Apr. I,36,Febrero 2012
Comerío,Apr. I,20,Febrero 2012
Corozal,Apr. I,31,Febrero 2012
Culebra,Apr. I,6,Febrero 2012
Dorado,Apr. I,61,Febrero 2012
Fajardo,Apr. I,33,Febrero 2012
Florida,Apr. I,13,Febrero 2012
Guánica,Apr. I,10,Febrero 2012
Guayama,Apr. I,100,Febrero 2012
Guayanilla,Apr. I,9,Febrero 2012
Guaynabo,Apr. I,125,Febrero 2012
Gurabo,Apr. I,24,Febrero 2012
Hatillo,Apr. I,16,Febrero 2012
Hormigueros,Apr. I,7,Febrero 2012
Humacao,Apr. I,85,Febrero 2012
Isabela,Apr. I,38,Febrero 2012
Jayuya,Apr. I,6,Febrero 2012
Juana Díaz,Apr. I,28,Febrero 2012
Juncos,Apr. I,26,Febrero 2012
Lajas,Apr. I,5,Febrero 2012
Lares,Apr. I,33,Febrero 2012
Las Marías,Apr. I,8,Febrero 2012
Las Piedras,Apr. I,51,Febrero 2012
Loiza,Apr. I,31,Febrero 2012
Luquillo,Apr. I,10,Febrero 2012
Manatí,Apr. I,37,Febrero 2012
Maricao,Apr. I,9,Febrero 2012
Maunabo,Apr. I,13,Febrero 2012
Mayagüez,Apr. I,255,Febrero 2012
Moca,Apr. I,15,Febrero 2012
Morovis,Apr. I,14,Febrero 2012
Naguabo,Apr. I,16,Febrero 2012
Naranjito,Apr. I,21,Febrero 2012
Orocovis,Apr. I,17,Febrero 2012
Patillas,Apr. I,13,Febrero 2012
Peñuelas,Apr. I,13,Febrero 2012
Ponce,Apr. I,236,Febrero 2012
Quebradillas,Apr. I,7,Febrero 2012
Rincón,Apr. I,13,Febrero 2012
Rio Grande,Apr. I,30,Febrero 2012
Sabana Grande,Apr. I,7,Febrero 2012
Salinas,Apr. I,74,Febrero 2012
San Germán,Apr. I,9,Febrero 2012
San Juan,Apr. I,982,Febrero 2012
San Lorenzo,Apr. I,13,Febrero 2012
San Sebastián,Apr. I,49,Febrero 2012
Santa Isabel,Apr. I,28,Febrero 2012
Toa Alta,Apr. I,19,Febrero 2012
Toa Baja,Apr. I,143,Febrero 2012
Trujillo Alto,Apr. I,45,Febrero 2012
Utuado,Apr. I,63,Febrero 2012
Vega Alta,Apr. I,41,Febrero 2012
Vega Baja,Apr. I,36,Febrero 2012
Vieques,Apr. I,15,Febrero 2012
Villalba,Apr. I,5,Febrero 2012
Yabucoa,Apr. I,23,Febrero 2012
Yauco,Apr. I,33,Febrero 2012
Adjuntas,H. Auto,2,Febrero 2012
Aguada ,H. Auto,5,Febrero 2012
Aguadilla,H. Auto,5,Febrero 2012
Aguas Buenas,H. Auto,2,Febrero 2012
Aibonito,H. Auto,8,Febrero 2012
Añasco,H. Auto,5,Febrero 2012
Arecibo,H. Auto,20,Febrero 2012
Arroyo,H. Auto,1,Febrero 2012
Barceloneta,H. Auto,7,Febrero 2012
Barranquitas,H. Auto,11,Febrero 2012
Bayamón,H. Auto,141,Febrero 2012
Cabo Rojo,H. Auto,4,Febrero 2012
Caguas,H. Auto,62,Febrero 2012
Camuy,H. Auto,2,Febrero 2012
Canóvanas,H. Auto,14,Febrero 2012
Carolina,H. Auto,62,Febrero 2012
Cataño,H. Auto,4,Febrero 2012
Cayey,H. Auto,13,Febrero 2012
Ceiba,H. Auto,1,Febrero 2012
Ciales,H. Auto,1,Febrero 2012
Cidra,H. Auto,6,Febrero 2012
Coamo,H. Auto,6,Febrero 2012
Comerío,H. Auto,7,Febrero 2012
Corozal,H. Auto,21,Febrero 2012
Culebra,H. Auto,0,Febrero 2012
Dorado,H. Auto,23,Febrero 2012
Fajardo,H. Auto,5,Febrero 2012
Florida,H. Auto,3,Febrero 2012
Guánica,H. Auto,0,Febrero 2012
Guayama,H. Auto,5,Febrero 2012
Guayanilla,H. Auto,1,Febrero 2012
Guaynabo,H. Auto,21,Febrero 2012
Gurabo,H. Auto,4,Febrero 2012
Hatillo,H. Auto,11,Febrero 2012
Hormigueros,H. Auto,0,Febrero 2012
Humacao,H. Auto,6,Febrero 2012
Isabela,H. Auto,2,Febrero 2012
Jayuya,H. Auto,0,Febrero 2012
Juana Díaz,H. Auto,1,Febrero 2012
Juncos,H. Auto,2,Febrero 2012
Lajas,H. Auto,0,Febrero 2012
Lares,H. Auto,1,Febrero 2012
Las Marías,H. Auto,0,Febrero 2012
Las Piedras,H. Auto,1,Febrero 2012
Loiza,H. Auto,3,Febrero 2012
Luquillo,H. Auto,6,Febrero 2012
Manatí,H. Auto,27,Febrero 2012
Maricao,H. Auto,0,Febrero 2012
Maunabo,H. Auto,1,Febrero 2012
Mayagüez,H. Auto,23,Febrero 2012
Moca,H. Auto,0,Febrero 2012
Morovis,H. Auto,2,Febrero 2012
Naguabo,H. Auto,0,Febrero 2012
Naranjito,H. Auto,18,Febrero 2012
Orocovis,H. Auto,7,Febrero 2012
Patillas,H. Auto,1,Febrero 2012
Peñuelas,H. Auto,2,Febrero 2012
Ponce,H. Auto,16,Febrero 2012
Quebradillas,H. Auto,3,Febrero 2012
Rincón,H. Auto,1,Febrero 2012
Rio Grande,H. Auto,6,Febrero 2012
Sabana Grande,H. Auto,0,Febrero 2012
Salinas,H. Auto,4,Febrero 2012
San Germán,H. Auto,2,Febrero 2012
San Juan,H. Auto,333,Febrero 2012
San Lorenzo,H. Auto,6,Febrero 2012
San Sebastián,H. Auto,2,Febrero 2012
Santa Isabel,H. Auto,2,Febrero 2012
Toa Alta,H. Auto,27,Febrero 2012
Toa Baja,H. Auto,40,Febrero 2012
Trujillo Alto,H. Auto,11,Febrero 2012
Utuado,H. Auto,0,Febrero 2012
Vega Alta,H. Auto,33,Febrero 2012
Vega Baja,H. Auto,19,Febrero 2012
Vieques,H. Auto,4,Febrero 2012
Villalba,H. Auto,0,Febrero 2012
Yabucoa,H. Auto,2,Febrero 2012
Yauco,H. Auto,1,Febrero 2012
Adjuntas,Tipo I,17,Enero 2012
Aguada ,Tipo I,20,Enero 2012
Aguadilla,Tipo I,63,Enero 2012
Aguas Buenas,Tipo I,26,Enero 2012
Aibonito,Tipo I,42,Enero 2012
Añasco,Tipo I,9,Enero 2012
Arecibo,Tipo I,71,Enero 2012
Arroyo,Tipo I,14,Enero 2012
Barceloneta,Tipo I,18,Enero 2012
Barranquitas,Tipo I,48,Enero 2012
Bayamón,Tipo I,499,Enero 2012
Cabo Rojo,Tipo I,41,Enero 2012
Caguas,Tipo I,286,Enero 2012
Camuy,Tipo I,37,Enero 2012
Canóvanas,Tipo I,56,Enero 2012
Carolina,Tipo I,280,Enero 2012
Cataño,Tipo I,20,Enero 2012
Cayey,Tipo I,88,Enero 2012
Ceiba,Tipo I,11,Enero 2012
Ciales,Tipo I,18,Enero 2012
Cidra,Tipo I,31,Enero 2012
Coamo,Tipo I,52,Enero 2012
Comerío,Tipo I,12,Enero 2012
Corozal,Tipo I,31,Enero 2012
Culebra,Tipo I,7,Enero 2012
Dorado,Tipo I,56,Enero 2012
Fajardo,Tipo I,52,Enero 2012
Florida,Tipo I,14,Enero 2012
Guánica,Tipo I,13,Enero 2012
Guayama,Tipo I,102,Enero 2012
Guayanilla,Tipo I,17,Enero 2012
Guaynabo,Tipo I,109,Enero 2012
Gurabo,Tipo I,30,Enero 2012
Hatillo,Tipo I,32,Enero 2012
Hormigueros,Tipo I,7,Enero 2012
Humacao,Tipo I,107,Enero 2012
Isabela,Tipo I,35,Enero 2012
Jayuya,Tipo I,8,Enero 2012
Juana Díaz,Tipo I,41,Enero 2012
Juncos,Tipo I,40,Enero 2012
Lajas,Tipo I,13,Enero 2012
Lares,Tipo I,34,Enero 2012
Las Marías,Tipo I,2,Enero 2012
Las Piedras,Tipo I,72,Enero 2012
Loiza,Tipo I,37,Enero 2012
Luquillo,Tipo I,25,Enero 2012
Manatí,Tipo I,66,Enero 2012
Maricao,Tipo I,7,Enero 2012
Maunabo,Tipo I,8,Enero 2012
Mayagüez,Tipo I,224,Enero 2012
Moca,Tipo I,16,Enero 2012
Morovis,Tipo I,20,Enero 2012
Naguabo,Tipo I,18,Enero 2012
Naranjito,Tipo I,37,Enero 2012
Orocovis,Tipo I,21,Enero 2012
Patillas,Tipo I,15,Enero 2012
Peñuelas,Tipo I,10,Enero 2012
Ponce,Tipo I,203,Enero 2012
Quebradillas,Tipo I,9,Enero 2012
Rincón,Tipo I,8,Enero 2012
Rio Grande,Tipo I,44,Enero 2012
Sabana Grande,Tipo I,15,Enero 2012
Salinas,Tipo I,68,Enero 2012
San Germán,Tipo I,18,Enero 2012
San Juan,Tipo I,1004,Enero 2012
San Lorenzo,Tipo I,23,Enero 2012
San Sebastián,Tipo I,48,Enero 2012
Santa Isabel,Tipo I,26,Enero 2012
Toa Alta,Tipo I,44,Enero 2012
Toa Baja,Tipo I,158,Enero 2012
Trujillo Alto,Tipo I,68,Enero 2012
Utuado,Tipo I,46,Enero 2012
Vega Alta,Tipo I,53,Enero 2012
Vega Baja,Tipo I,59,Enero 2012
Vieques,Tipo I,31,Enero 2012
Villalba,Tipo I,8,Enero 2012
Yabucoa,Tipo I,24,Enero 2012
Yauco,Tipo I,39,Enero 2012
Adjuntas,Ases.,0,Enero 2012
Aguada ,Ases.,0,Enero 2012
Aguadilla,Ases.,1,Enero 2012
Aguas Buenas,Ases.,2,Enero 2012
Aibonito,Ases.,0,Enero 2012
Añasco,Ases.,0,Enero 2012
Arecibo,Ases.,2,Enero 2012
Arroyo,Ases.,1,Enero 2012
Barceloneta,Ases.,0,Enero 2012
Barranquitas,Ases.,0,Enero 2012
Bayamón,Ases.,8,Enero 2012
Cabo Rojo,Ases.,2,Enero 2012
Caguas,Ases.,4,Enero 2012
Camuy,Ases.,0,Enero 2012
Canóvanas,Ases.,5,Enero 2012
Carolina,Ases.,3,Enero 2012
Cataño,Ases.,1,Enero 2012
Cayey,Ases.,2,Enero 2012
Ceiba,Ases.,0,Enero 2012
Ciales,Ases.,0,Enero 2012
Cidra,Ases.,0,Enero 2012
Coamo,Ases.,0,Enero 2012
Comerío,Ases.,0,Enero 2012
Corozal,Ases.,0,Enero 2012
Culebra,Ases.,0,Enero 2012
Dorado,Ases.,2,Enero 2012
Fajardo,Ases.,3,Enero 2012
Florida,Ases.,0,Enero 2012
Guánica,Ases.,1,Enero 2012
Guayama,Ases.,0,Enero 2012
Guayanilla,Ases.,0,Enero 2012
Guaynabo,Ases.,2,Enero 2012
Gurabo,Ases.,1,Enero 2012
Hatillo,Ases.,0,Enero 2012
Hormigueros,Ases.,0,Enero 2012
Humacao,Ases.,2,Enero 2012
Isabela,Ases.,0,Enero 2012
Jayuya,Ases.,0,Enero 2012
Juana Díaz,Ases.,1,Enero 2012
Juncos,Ases.,4,Enero 2012
Lajas,Ases.,0,Enero 2012
Lares,Ases.,0,Enero 2012
Las Marías,Ases.,0,Enero 2012
Las Piedras,Ases.,0,Enero 2012
Loiza,Ases.,3,Enero 2012
Luquillo,Ases.,0,Enero 2012
Manatí,Ases.,0,Enero 2012
Maricao,Ases.,0,Enero 2012
Maunabo,Ases.,0,Enero 2012
Mayagüez,Ases.,2,Enero 2012
Moca,Ases.,0,Enero 2012
Morovis,Ases.,1,Enero 2012
Naguabo,Ases.,0,Enero 2012
Naranjito,Ases.,0,Enero 2012
Orocovis,Ases.,0,Enero 2012
Patillas,Ases.,1,Enero 2012
Peñuelas,Ases.,0,Enero 2012
